525714904543	5257149045432792519079400711150478537803
0018747301919731088115751677	0018747301919731088115751677700507143201
hardwar	hardware
407812094162148350	4078120941621483500115588361842116428399
2542366067745	2542366067745004134157943121125012752322
02875298	0287529864161287496473708235188892189612
inflictio	infliction
3316070107516452301310	3316070107516452301310796620382579278533
4861401315	4861401315385932206074518590960888428021
spade	spades
revivifyi	revivifying
anest	anesthetize
0796707076881350222305805622	0796707076881350222305805622259429830968
publishes	publishes
71494233438678767	7149423343867876705824452296605797007134
agrar	agrarian
98691114	9869111405850349223915675546214246755049
9669365218674805943569985	9669365218674805943569985859699554089329
87437435578196651	8743743557819665117166183308811291202452
momenta	momentary
76918	7691892389063090542534883896831762904120
95805912	9580591237612512030109838678411957258877
4564332110431948214212997931881046363	4564332110431948214212997931881046363995
arrai	arraigned
37353	3735300198731104868956562819173620367030
mutin	mutinying
cleveres	cleverest
civilizin	civilizing
9997495267	9997495267988010745764665383774004374636
interred	interred
441453438033759717384777232052065	4414534380337597173847772320520653010378
61357491431825914247982936777549049	6135749143182591424798293677754904963993
813160909	8131609096480280123449337242786693089482
tracy	tracy
1257467939781491953642874321122421	1257467939781491953642874321122421579851
trace	tracey
91714676226730504422507591	9171467622673050442250759152902517427746
array	arrayed
897622655484941621714989	8976226554849416217149895323834216001140
momentu	momentum
worshiped	worshiped
36026	3602604789076194559182028936577011641688
clubs	clubs
37357	3735744708366215377470972660188656210681
235363768226	2353637682260360801740406609971511768804
4702	4702007661807418914040158148560001030119
nathl	nathless
traci	tracing
00046541371	0004654137109163009678595156394733219093
127157599122572528252337802680903052	1271575991225725282523378026809030528461
2170336151163782359059685168880	2170336151163782359059685168880561304838
thirsted	thirsted
781619089490848771772250386	7816190894908487717722503860872618384947
567555729458596218205265	5675557294585962182052650473353712351623
09198859125563411308494570	0919885912556341130849457067599032002751
134869	1348695851652674595151876800333955224105
405616668676644028682116	4056166686766440286821160729483030523646
cunyv	cunyvm
249737569405581386305810998	2497375694055813863058109982337256516492
00096	0009640631540701820289244667315059736321
ambassador	ambassador
51632	5163280009080861985543035979484798697894
despica	despicable
thrashin	thrashing
7100739276238	7100739276238555338627255353883096067164
ennui	ennui
485252887744289185110409374633359066	4852528877442891851104093746333590660233
impostu	imposture
58570578554192	5857057855419217730505342687533799076038
304998926472034986965363	3049989264720349869653633262109198306214
03970809774123615182459640268	0397080977412361518245964026869979609564
22115914850593877067906870135102986	2211591485059387706790687013510298622075
6186797172560815532871643611147487510703	6186797172560815532871643611147487510703
loosene	loosened
intersec	intersected
988485456054961300	9884854560549613002157761152558133961840
spie	spies
washbowl	washbowl
4152027721127070187421	4152027721127070187421548123931953220997
4728	4728958417658875534522793848029772448571
03949840335809130914019787784365016	0394984033580913091401978778436501679601
5972866	5972866594511364413703313936721185695539
915385763	9153857637791109557080006001435799563518
675661	6756610358893134838005127364111573045992
6887390206902794534382369305311334409	6887390206902794534382369305311334409013
9456035519195603962301157866323	9456035519195603962301157866323750234725
navigate	navigate
876139480687908059353	8761394806879080593531793001711000214417
66931345752840	6693134575284011873746854691620648991164
446515251235	4465152512354603526742382254148328248990
navigati	navigation
354130606721360460003896	3541306067213604600038966109364709514141
illustr	illustrious
630218760025813995719923601345374	6302187600258139957199236013453742297589
redistributing	redistributing
packages	packages
941553151386988781837232271364011755	9415531513869887818372322713640117558813
2667274978773047021616501971	2667274978773047021616501971193744250562
26883132894705538913572907069675995	2688313289470553891357290706967599556298
3400	3400
6823719364800217328573493	6823719364800217328573493594756433412994
19772854	1977285456622924461644497284597867711574
warming	warming
31576542703790683717576487023005238819	3157654270379068371757648702300523881974
915152451009698657	9151524510096986573825654899585216747260
0712134539	0712134539837113575009758544059395586617
855208488418	8552084884188602735278086121804941806001
8967157667726319644252493194180647	8967157667726319644252493194180647242378
informativ	informative
3298135436451240922208966439872	3298135436451240922208966439872019979456
9586313826	9586313826832914771163963370924003168945
0099889	0099889317815313946681882028368363373822
73070489509362	7307048950936235550769837881926357141779
663693	6636937503536869945455039287444994032832
8520597263859	8520597263859224934763623122188113706307
1310963810255911	1310963810255911464392380521390786289356
1664172108314055186	1664172108314055186413330222478711851181
unsheathed	unsheathed
afrai	afraid
ebullitio	ebullition
600083	6000837197352638383899678918460032707368
4414534380337597173847772320520653010	4414534380337597173847772320520653010378
3411	3411581934618336692169573605081585080837
cupidity	cupidity
54276965535596	5427696553559647894501660138162951779085
petersburgh	petersburgh
0156485679	0156485679843966464780280409057580889190
abb	abbey
946853678231060979215	9468536782310609792159936001994623799343
9432854869688359978512226213	9432854869688359978512226213081298958157
heede	heeded
9045967947046685602358283919759975	9045967947046685602358283919759975285865
769976837147645	7699768371476455985267392259049978855142
executione	executioners
7022705367056307503174997881870099	7022705367056307503174997881870099892510
heedi	heeding
184159734610382401178	1841597346103824011785567390805664833210
abj	abjure
abn	abnormal
abr	abruptly
73357794	7335779495554986552141933981702686399873
3422	3422447765584177886171737265462085498294
7149423343867876705824452	7149423343867876705824452296605797007134
14169283681902551	1416928368190255151086574637721112523897
acc	accustomed
disloyalt	disloyalty
insistin	insisting
3586148252820017348	3586148252820017348957533954255019475442
673036	6730360561230710723922581504781379172731
4771	4771881533990204703674908435930908635477
ack	acks
276788180676286509780857182621	2767881806762865097808571826211700314000
61829556698939650196145	6182955669893965019614544401768162810604
suprisingly	suprisingly
aco	acorns
143272	1432723445780681992582320285139823711892
nevertheles	nevertheless
awakening	awakening
9355499267134	9355499267134850315782388995675452879155
3433	3433797893158203941287898972897329881255
magnificence	magnificence
invasio	invasions
4764	4764842052088881172283199004450428448685
dubious	dubiously
751038478153906834371774071409562	7510384781539068343717740714095628337554
630619718033	6306197180339579795225395086974325465026
66541115373584	6654111537358491279025465436902086941987
192900074520989595920115941232	1929000745209895959201159412324102274845
add	addy
710073927623855	7100739276238555338627255353883096067164
05243704940215218	0524370494021521875478251633470824303035
645033373313942238477858271719	6450333733139422384778582717195412347860
adh	adhere
181557	1815574893561311524926772006362198369980
8142763910519234685081979001	8142763910519234685081979001796519907050
5743384575863883473583224	5743384575863883473583224253532814204782
wizar	wizard
226844716256079882651	2268447162560798826517871341951246652010
4387969521023526667	4387969521023526667337243442309157718327
3451	3451368716009803787125567661439231464580
3532842543496616084954	3532842543496616084954788090727649930252
1929000745209895959	1929000745209895959201159412324102274845
229644	2296443172635875245486075630206676569423
behoo	behooves
946035291332594279490433729908573158029	9460352913325942794904337299085731580290
45495943	4549594387368078395699119870593880855008
andronicu	andronicus
engageme	engagements
1751298979667073	1751298979667073292674886430097398814873
ison	isoned
939933861623836069111767	9399338616238360691117677854482361293268
685508046571043123854873351653070570	6855080465710431238548733516530705707845
4598376457122	4598376457122576461226056281278521695808
untak	untaken
3649455505232518	3649455505232518632241138840619125701291
182851	1828516751135817147262582859694079851857
30264867608433204658525470555	3026486760843320465852547055588241025465
